title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
AVATAR MUSIK - Music and Dance Game;22;230317;5.0 M;3;0,1;0,2;0;GAME_MUSIC;150738;15438;11184;6960;45995;FALSE;197916;70456;146825;673440;3,7;56;
Music Racer;23;217878;5.0 M;4;0,3;0,7;0;GAME_MUSIC;144790;22711;13991;9427;26956;FALSE;182611;136309;153348;573311;10;29;
BEAT MP3 2.0 - Rhythm Game;24;208186;10.0 M;4;0;0,1;0;GAME_MUSIC;125085;30702;21835;7760;22802;FALSE;88902;14975;34053;178596;7,6;12;
SuperStar SMTOWN;25;202039;5.0 M;4;0,8;1,6;0;GAME_MUSIC;135506;24399;12350;6997;22784;FALSE;92278;166829;123802;455811;2,3;16;
Dot n Beat - Magic Music Game;26;189580;10.0 M;4;0,1;0,2;0;GAME_MUSIC;144341;14615;8725;4546;17351;FALSE;151260;51480;53082;302676;6,5;64;
Smash Colors 3D - Free Beat Color Rhythm Ball Game;27;185412;10.0 M;4;19,1;43,7;0;GAME_MUSIC;149100;13083;6873;3680;12673;FALSE;171298;168137;145295;773094;9,1;46;
Love Live! School idol festival- Music Rhythm Game;28;167310;5.0 M;4;0,2;498,5;0;GAME_MUSIC;121186;14735;8311;5234;17841;FALSE;78869;34316;151456;407073;7,9;31;
Piano Games - Free Music Piano Challenge 2020;29;166382;10.0 M;3;0,1;0,3;0;GAME_MUSIC;90107;17468;12983;9208;36614;FALSE;78249;72284;133382;480907;6,3;28;
Hop Ball 3D: Dancing Ball on the Music Tiles;30;164622;50.0 M;4;1,5;3,3;0;GAME_MUSIC;104696;17994;10039;7088;24803;FALSE;18175;84661;3370;379497;9,3;98;
Beat Craft;31;161111;5.0 M;4;1,2;2,5;0;GAME_MUSIC;117376;21217;8910;3356;10249;FALSE;185618;66799;130228;572865;1,8;66;
Rhythm Hive : Play with BTS, TXT, ENHYPEN!;32;152996;1.0 M;4;10,9;30,2;0;GAME_MUSIC;124784;15891;5795;2434;4090;FALSE;95110;63025;87677;445889;1,8;38;
Give It Up! - Beat Jumper & Music Rhythm Tap;33;151011;5.0 M;4;0;0;0;GAME_MUSIC;102981;19281;10003;4142;14602;FALSE;74926;145144;85098;358553;8;49;
One More Line;34;149674;5.0 M;4;0;0;0;GAME_MUSIC;85482;23970;13830;7370;19020;FALSE;180791;89740;36656;538795;3,6;88;
Tap Tap Music-Pop Songs;35;139058;10.0 M;4;0,2;0,4;0;GAME_MUSIC;96177;12792;7743;5496;16847;FALSE;95830;133204;190075;509415;4,9;94;
SongPop 2 - Guess The Song;36;138709;5.0 M;3;0,2;0,5;0;GAME_MUSIC;73982;19252;13140;8577;23755;FALSE;71958;111681;150163;392208;7,9;40;
My Singing Monsters: Dawn of Fire;37;130606;1.0 M;4;0,4;0,9;0;GAME_MUSIC;102708;14153;5413;2297;6032;FALSE;63715;134483;46420;479282;6,5;74;
Just Dance Now;38;130471;10.0 M;3;0,5;1;0;GAME_MUSIC;78352;11517;8268;6388;25944;FALSE;41416;112157;7805;257564;2;77;
バンドリ！ ガールズバンドパーティ！;39;127314;1.0 M;4;0,4;1;0;GAME_MUSIC;90009;16965;7215;3373;9750;FALSE;72183;169218;177905;679600;5,8;13;
Piano Magic Tiles Hot song - Free Piano Game;40;123653;10.0 M;4;2,3;5,2;0;GAME_MUSIC;94189;11112;6057;2869;9423;FALSE;15222;15884;86398;276436;9,6;94;
Helix Crush;41;114600;10.0 M;4;0,8;1,8;0;GAME_MUSIC;78216;10083;6848;4863;14589;FALSE;142171;131982;109109;479650;9;12;
Piano Game Classic - Challenge Music Song;42;113827;10.0 M;4;6,8;15,9;0;GAME_MUSIC;83507;11434;6161;2997;9725;FALSE;103541;177505;94464;477639;7,4;28;
Piano Solo - Magic Dream tiles game 4;43;112810;10.0 M;3;0,1;0,3;0;GAME_MUSIC;59082;12398;9954;6855;24519;FALSE;87575;96571;54489;397968;9,1;15;
Cytus II;44;111679;1.0 M;4;0,8;1,7;1,99;GAME_MUSIC;88842;11945;4620;1947;4322;TRUE;139501;80292;97778;609885;7,6;98;
Just Dance Controller;45;108187;10.0 M;3;0,5;1,2;0;GAME_MUSIC;59335;11560;7264;4883;25143;FALSE;149318;110005;187531;690426;7,6;75;
VOEZ;46;107328;1.0 M;4;0,3;0,6;0;GAME_MUSIC;68411;16535;8083;3916;10381;FALSE;50428;127694;83343;445467;2,2;37;
ラブライブ！スクールアイドルフェスティバル（スクフェス） - 大人気リズムゲーム;47;105984;1.0 M;4;0;0,1;0;GAME_MUSIC;73443;12242;6752;3858;9686;FALSE;101941;195354;154126;582928;3;82;
Au Mobile VTC – Game nhảy Audition;48;104261;5.0 M;3;0,2;0,4;0;GAME_MUSIC;43790;6890;6890;5510;41180;FALSE;119081;199841;80481;639883;8,2;73;
BanG Dream! Girls Band Party!;49;102536;1.0 M;4;1,9;4,7;0;GAME_MUSIC;80964;9639;4027;2113;5791;FALSE;169148;134598;117536;578995;6,7;45;
UniPad;50;102133;5.0 M;4;0;0,1;0;GAME_MUSIC;65640;10602;6764;3607;15518;FALSE;64051;49913;69150;200566;4,2;12;
Drum set;51;97355;10.0 M;4;0;0;0;GAME_MUSIC;64307;12188;8931;3576;8351;FALSE;37947;123267;109308;458278;3,7;12;
Piano Magic Tiles Pop Music 2;52;95540;10.0 M;4;1,5;3,6;0;GAME_MUSIC;62900;9673;6076;4057;12831;FALSE;56082;27051;106162;307828;3,2;59;
Piano - Play & Learn Music;53;87197;10.0 M;3;2;3,6;0;GAME_MUSIC;54591;6688;5454;4070;16392;FALSE;197301;169996;103354;497530;9,5;55;
Piano Fire - EDM Music & New Rhythm;54;87091;10.0 M;4;19,7;62,5;0;GAME_MUSIC;71476;5527;3071;1731;5282;FALSE;13048;90867;23740;213069;3,3;40;
Piano Master 2;55;86693;10.0 M;4;0;0;0;GAME_MUSIC;56117;12116;6432;3226;8800;FALSE;1200;110441;40468;293205;1,8;77;
Piano Games Mini: Music Instrument & Rhythm;56;83342;10.0 M;4;0,8;1,8;0;GAME_MUSIC;61458;6680;4012;2459;8731;FALSE;65481;31674;49936;165611;2,6;38;
LIT killah: The Game;57;82629;1.0 M;4;2;4,5;0;GAME_MUSIC;66304;6988;2885;1537;4912;FALSE;17997;47300;46429;125360;5,2;54;
Rock vs Guitar Legends 2017 HD;58;71117;5.0 M;3;1446,7;0,1;0;GAME_MUSIC;37347;8774;10183;3008;11802;FALSE;60418;158862;54032;384443;3,6;66;
Love Live! School idol festival - 音樂節奏遊戲;59;71008;1.0 M;4;0;0;0;GAME_MUSIC;51391;7698;4139;1859;5918;FALSE;15628;158353;139580;382427;6,5;93;
Beat Bop: Pop Star Clicker;60;69242;100.0 k;4;0,1;0,1;0;GAME_MUSIC;51096;9117;5438;1059;2529;FALSE;134144;118764;135504;440233;5,5;53;
Don't Forget the Lyrics;61;68321;5.0 M;4;0,7;1,5;0;GAME_MUSIC;39709;11266;6684;3560;7100;FALSE;99232;151860;3565;409207;9;70;
6ix9ine Runner;62;67388;5.0 M;4;2,1;4,2;0;GAME_MUSIC;54348;4150;2189;1174;5524;FALSE;197001;125506;163430;568259;5,8;23;
Beat Roller - Music Ball Race;63;65897;10.0 M;4;0,7;426;0;GAME_MUSIC;39278;12259;3699;2329;8329;FALSE;46551;30964;101831;270637;1,5;97;
アイドルマスター シンデレラガールズ スターライトステージ;64;65210;1.0 M;4;0,2;0,4;0;GAME_MUSIC;44969;8419;4498;2084;5237;FALSE;30168;43457;192071;456373;7,8;71;
Marshmello Music Dance;65;64028;10.0 M;4;3;6;0;GAME_MUSIC;52167;3567;2048;1418;4826;FALSE;133965;183518;185409;722170;3,4;81;
Drum kit (Drums) free;66;60920;10.0 M;4;0,1;0,2;0;GAME_MUSIC;38319;6683;5388;2430;8098;FALSE;170134;188525;174065;783544;6,9;96;
Tebak Lagu Indonesia;67;56963;1.0 M;4;0;0;0;GAME_MUSIC;31363;9224;9663;2443;4268;FALSE;72412;86835;149163;313290;1;94;
Lost in Harmony;68;56107;1.0 M;4;0,1;0,3;0;GAME_MUSIC;45083;5276;2158;1109;2478;FALSE;14777;99096;57487;225073;1,9;19;
Real Piano Teacher 2;69;55578;1.0 M;4;0,8;1,9;0;GAME_MUSIC;37028;7639;4729;1929;4249;FALSE;111499;61670;64914;271244;5;48;
SHOW BY ROCK!![爽快音ゲー ショウバイロック］;70;55357;500.0 k;4;0;0;0;GAME_MUSIC;30635;15762;5493;1738;1728;FALSE;71789;121887;166385;636757;3;61;
Beat Racer;71;55015;1.0 M;4;0,2;0,5;0;GAME_MUSIC;35154;7096;4617;1909;6237;FALSE;32044;54448;30439;147760;6,3;22;
AyoDance Mobile;72;54079;1.0 M;3;0,3;0,9;0;GAME_MUSIC;29528;3838;4178;2848;13684;FALSE;139093;106979;60439;600849;7,9;23;
Beat Jumper: EDM up!;73;53791;10.0 M;4;1,8;4,3;0;GAME_MUSIC;37386;5789;3922;1837;4855;FALSE;76615;29913;72500;225971;4;36;
Popscene (Music Industry Sim);74;53142;1.0 M;3;0,5;1,1;0;GAME_MUSIC;27811;6397;5002;3188;10741;FALSE;166434;94080;135350;519521;1,6;10;
Rock Hero 2;75;52940;5.0 M;3;0,2;0,6;0;GAME_MUSIC;31781;6806;3787;2298;8265;FALSE;20529;26487;47706;384101;6,8;11;
PianoTiles 3;76;50867;5.0 M;3;3,1;6,9;0;GAME_MUSIC;28083;5616;3754;2763;10648;FALSE;185093;193559;47720;607761;8,5;30;
SuperStar YG;77;48198;500.0 k;4;3,9;10,7;0;GAME_MUSIC;37036;5112;2158;1334;2556;FALSE;68728;8351;69570;192466;3,8;65;
Opsu!(Beatmap player for Android);78;48107;1.0 M;3;2,8;6,2;0;GAME_MUSIC;22453;6626;5140;2852;11033;FALSE;102295;65852;185048;406557;5,7;63;
Dynamix;79;47959;1.0 M;4;0,4;718,2;0;GAME_MUSIC;32842;6648;3169;1469;3829;FALSE;130182;86529;177835;440360;4,9;77;
アイドリッシュセブン;80;47171;500.0 k;4;0,2;0,3;0;GAME_MUSIC;37830;5098;1941;836;1463;FALSE;64178;109535;131583;554260;8,9;84;
Beat Blade: Dash Dance;81;46210;10.0 M;4;0,1;0,2;0;GAME_MUSIC;30610;6215;3317;1743;4323;FALSE;156393;186482;195372;726737;4,7;98;
Color Hop 3D - Music Game;82;45842;10.0 M;4;4,6;11,5;0;GAME_MUSIC;30296;3539;2428;2101;7475;FALSE;171816;152933;46522;421824;2,3;25;
Au 2 - Chuẩn Audition Mobile;83;45178;1.0 M;4;1,2;5,4;0;GAME_MUSIC;34403;2928;1619;1109;5117;FALSE;4156;3644;166970;204812;3,2;88;
Mini Piano;84;45003;5.0 M;3;0;0;0;GAME_MUSIC;22326;4329;4399;2799;11148;FALSE;24607;129282;38530;238651;5,2;85;
YASUHATI / With your voice!;85;43497;5.0 M;4;0,2;0,4;0;GAME_MUSIC;29234;4587;3328;1549;4797;FALSE;162408;9795;137328;544103;8,5;61;
Beat Shooter;86;43124;5.0 M;4;1,2;3,2;0;GAME_MUSIC;32760;3038;1928;1089;4307;FALSE;108694;8206;169258;439234;8,9;12;
Anime Tiles: Piano Music;87;42881;1.0 M;3;4,3;4,7;0;GAME_MUSIC;23820;6247;3976;2538;6297;FALSE;197255;168971;56824;444130;1,3;27;
Happy Piano - Touch Music;88;42763;1.0 M;4;0,1;0,1;0;GAME_MUSIC;31694;3989;2779;1109;3189;FALSE;111235;3923;136738;551884;3,4;22;
Project: Muse;89;41521;1.0 M;4;1,7;3;0;GAME_MUSIC;26336;6930;3484;1871;2897;FALSE;79060;73362;27942;328693;8,6;37;
Beat Shooter - Gunshots Rhythm Game;90;40370;10.0 M;4;21,2;56,5;0;GAME_MUSIC;31297;3395;1483;1036;3157;FALSE;162330;69515;169045;590409;3,9;95;
Pink Piano;91;40192;10.0 M;4;1,5;3,6;0;GAME_MUSIC;27089;2471;2044;1677;6908;FALSE;154148;18702;57670;339966;3,7;25;
プロジェクトセカイ カラフルステージ！ feat. 初音ミク;92;38912;1.0 M;4;7,3;16;0;GAME_MUSIC;27999;5085;2443;1157;2226;FALSE;9039;46167;186431;363093;3,5;18;
Piano Music Tiles 2 - Free Music Games;93;37291;5.0 M;3;3,2;6,8;0;GAME_MUSIC;13975;3720;3521;3043;13030;FALSE;109442;42700;39296;417680;3,5;68;
Harmonium;94;36046;10.0 M;4;2,9;6;0;GAME_MUSIC;26252;3277;1873;886;3756;FALSE;58542;115633;8517;431083;6,9;35;
TAPSONIC TOP - Music Grand prix;95;35324;1.0 M;4;1,3;3;0;GAME_MUSIC;24495;5029;2569;869;2359;FALSE;32658;173170;81385;506487;6;19;
Magic Tiles Vocal & Piano Top Songs New Games;96;34781;5.0 M;4;2,4;5,7;0;GAME_MUSIC;24705;4583;1947;838;2706;FALSE;175858;166347;46495;639056;6,7;84;
Piano Detector;97;34434;1.0 M;4;0,4;1;0;GAME_MUSIC;23468;3894;2256;998;3814;FALSE;45572;191709;23726;281323;7,3;51;
Muse Dash;98;34140;100.0 k;4;768,5;6,7;1,49;GAME_MUSIC;29210;2774;718;429;1007;TRUE;14737;77645;12565;115315;9,6;47;
Lanota - Dynamic & Challenging Music Game;99;33173;1.0 M;4;0,8;1,9;0;GAME_MUSIC;26494;3628;1405;528;1116;FALSE;69317;51394;89352;328424;9,6;29;
Berpacu Dalam Melody Indonesia;100;32993;1.0 M;4;0;0;0;GAME_MUSIC;19715;5998;4988;849;1439;FALSE;155992;72852;149401;512581;5,5;97;
Fishdom;1;4876844;100.0 M;4;1;2,9;0;GAME_PUZZLE;3641850;439299;231737;124487;439469;FALSE;137950;101811;83201;475212;8,7;95;
Brain Out – Can you pass it?;2;4467655;100.0 M;4;1,8;3,4;0;GAME_PUZZLE;3390163;421521;211538;99383;345048;FALSE;9816;179600;175577;521573;8,9;48;
Toon Blast;3;3222428;50.0 M;4;1;2;0;GAME_PUZZLE;2556112;384991;149188;39049;93086;FALSE;148775;2862;107752;521024;2,9;82;
Toy Blast;4;2941258;50.0 M;4;0,5;1,3;0;GAME_PUZZLE;2267242;373376;152797;45384;102457;FALSE;34695;5388;124998;346721;3,2;57;
Bubble Witch 3 Saga;5;2514879;50.0 M;4;0,4;0,8;0;GAME_PUZZLE;1916271;353214;112067;37981;95344;FALSE;105838;66729;188742;441040;3,4;14;
Cut the Rope 2;6;2301209;100.0 M;4;0,1;0,2;0;GAME_PUZZLE;1810251;255614;102894;33835;98612;FALSE;9900;131021;99775;242630;2,3;19;
Where's My Water? 2;7;2151126;100.0 M;4;0,2;0,5;0;GAME_PUZZLE;1461033;221781;145555;76086;246668;FALSE;99085;167228;64216;341049;5,4;55;
Empires & Puzzles: Epic Match 3;8;2107067;50.0 M;4;0,7;1,5;0;GAME_PUZZLE;1424833;234631;132332;75143;240126;FALSE;107117;118709;197798;430650;8,6;92;
Pixel Art: Color by Number;9;2065276;100.0 M;4;633;2,5;0;GAME_PUZZLE;1558040;233777;105530;45513;122413;FALSE;107977;40157;107147;418950;9,2;47;
Matchington Mansion;10;1951302;50.0 M;4;1,1;2,3;0;GAME_PUZZLE;1406839;263363;115542;47833;117722;FALSE;147253;169294;163111;778183;6,8;81;
Disney Frozen Free Fall - Play Frozen Puzzle Games;11;1713085;50.0 M;4;0,1;0,2;0;GAME_PUZZLE;1268094;258390;86945;28762;70892;FALSE;194905;12881;80202;472494;7;63;
Sudoku.com - Free Sudoku;12;1704670;50.0 M;4;1,1;2,3;0;GAME_PUZZLE;1254531;307541;79949;18011;44635;FALSE;160210;25464;88046;477831;6,8;34;
ضربة معلم - لعبة الغاز مسلية;13;1701889;10.0 M;4;1,3;2,8;0;GAME_PUZZLE;1416736;103007;67437;31868;82838;FALSE;1516;38150;16654;107868;8,7;48;
Candy Crush Jelly Saga;14;1652333;100.0 M;4;0,5;1,1;0;GAME_PUZZLE;1199685;241711;99714;31883;79338;FALSE;138692;101077;59133;372621;9,2;43;
Roll the Ball® - slide puzzle;15;1561049;100.0 M;4;0,1;0,2;0;GAME_PUZZLE;994338;242232;126119;51089;147270;FALSE;94179;151162;155473;401051;7,7;40;
Block Puzzle Jewel;16;1557099;100.0 M;4;1;2,4;0;GAME_PUZZLE;1068366;190532;105960;50031;142208;FALSE;44230;10582;183665;262414;9,4;69;
Flow Free;17;1455893;100.0 M;4;142,6;0,8;0;GAME_PUZZLE;1021457;195457;91530;41930;105517;FALSE;58964;149909;179741;527172;7,6;53;
2048 Number puzzle game;18;1361162;10.0 M;4;134,8;269,5;0;GAME_PUZZLE;873731;251904;104041;49104;82379;FALSE;156060;191782;118337;755421;2,8;90;
Escape Titanic;19;1265308;10.0 M;4;0;0;0;GAME_PUZZLE;980240;108412;62854;22734;91066;FALSE;64849;2190;108245;264760;9,1;74;
Bad Piggies;20;1232582;50.0 M;4;0,1;0,3;0;GAME_PUZZLE;905234;131252;71105;25952;99036;FALSE;146688;185717;28814;509590;7,9;45;
Manor Cafe;21;1210485;10.0 M;4;0,7;1,9;0;GAME_PUZZLE;902546;176537;68702;19301;43397;FALSE;57021;156553;101598;506205;7,8;23;
LINE：ディズニー ツムツム;22;1198499;10.0 M;3;0,1;0,2;0;GAME_PUZZLE;569538;254994;163385;62002;148577;FALSE;7120;144596;176060;392843;8;57;
Bubble Shooter: Panda Pop!;23;1160505;50.0 M;4;0,2;0,5;0;GAME_PUZZLE;875961;158170;55526;20293;50553;FALSE;173923;180019;161821;583368;6,6;68;
Merge Dragons!;24;1160229;10.0 M;4;1;2,1;0;GAME_PUZZLE;809178;210244;67354;21742;51708;FALSE;189463;108536;1657;320530;2,1;36;
Cut the Rope: Time Travel;25;1110248;50.0 M;4;0,1;0,1;0;GAME_PUZZLE;885876;116537;44258;14299;49275;FALSE;191326;119623;180817;786226;5,6;13;
Cookie Jam™ Match 3 Games | Connect 3 or More;26;1104361;50.0 M;4;0,5;0,9;0;GAME_PUZZLE;788438;195027;60848;20236;39809;FALSE;140586;31516;121194;335462;7,4;36;
Lily’s Garden;27;1065264;10.0 M;4;1,8;4,1;0;GAME_PUZZLE;832411;119697;50381;20597;42175;FALSE;136059;94170;77223;349582;6;78;
Jigsaw Puzzles - Puzzle Games;28;1039836;10.0 M;4;2,3;4,9;0;GAME_PUZZLE;736089;201323;65426;13651;23345;FALSE;10803;19325;90128;151415;8,7;48;
Indy Cat for VK;29;998983;5.0 M;4;0;0;0;GAME_PUZZLE;931620;35619;10710;5345;15686;FALSE;49995;22400;76222;436072;9,5;78;
애니팡2;30;997666;10.0 M;3;0;0;0;GAME_PUZZLE;515259;198338;117823;46204;120039;FALSE;121398;77498;58853;541140;9,1;31;
Can You Escape;31;975608;10.0 M;4;0;0;0;GAME_PUZZLE;611973;208216;82752;17876;54788;FALSE;115917;115329;41321;561654;1,2;31;
Happy Glass;32;968677;100.0 M;3;0,7;1,7;0;GAME_PUZZLE;586764;100779;77199;50085;153849;FALSE;136999;20765;64742;382181;1,4;28;
Two Dots;33;944709;10.0 M;4;1,3;2,7;0;GAME_PUZZLE;643024;163847;53900;21376;62560;FALSE;2203;53287;131074;250440;8,5;14;
Tower of Saviors;34;941228;10.0 M;4;0,1;0,4;0;GAME_PUZZLE;622828;101496;47377;20562;148963;FALSE;11312;146278;66430;277519;1,3;85;
Shoot Bubble Deluxe;35;924459;100.0 M;4;0;0,1;0;GAME_PUZZLE;691718;101102;57033;19277;55325;FALSE;85334;110122;193875;502567;3,5;57;
Pirate Treasures - Gems Puzzle;36;884220;50.0 M;4;0,2;0,5;0;GAME_PUZZLE;672791;95015;36419;18973;61021;FALSE;125497;51789;8933;203009;8,7;86;
Doodle Alchemy;37;819672;10.0 M;4;0,2;0,4;0;GAME_PUZZLE;633312;108225;42934;12432;22766;FALSE;75424;103955;79577;317299;7,3;19;
Escape game : 50 rooms 1;38;754345;10.0 M;4;1,3;2,7;0;GAME_PUZZLE;516134;122842;56446;18848;40072;FALSE;71727;35974;36963;290313;1,9;35;
Infinity Loop ®;39;735564;10.0 M;4;0,7;1,4;0;GAME_PUZZLE;586868;90997;26745;9261;21690;FALSE;67204;199276;186895;522190;4,3;73;
Jigty Jigsaw Puzzles;40;721199;10.0 M;4;0;0;0;GAME_PUZZLE;600677;52736;26857;8992;31933;FALSE;122590;113157;110957;525713;6,4;22;
Unblock Me FREE;41;701845;50.0 M;4;0;0,1;0;GAME_PUZZLE;539528;78197;35664;12690;35764;FALSE;195603;104277;32745;372287;5,3;12;
Sudoku - Free Classic Sudoku Puzzles;42;701221;10.0 M;4;6,8;13,1;0;GAME_PUZZLE;519848;129208;34746;5986;11431;FALSE;75592;73303;103988;307839;2,6;31;
Bubble Blast 2;43;699239;10.0 M;4;0;0;0;GAME_PUZZLE;458200;129823;50977;23198;37038;FALSE;133255;90811;141192;478241;9;15;
Unblock Ball - Block Puzzle;44;694965;100.0 M;4;0,8;1,9;0;GAME_PUZZLE;468482;86334;53179;23037;63930;FALSE;65984;190371;163970;568716;3,7;86;
Mouse;45;685364;10.0 M;4;169,9;0;0;GAME_PUZZLE;463196;120923;48379;19969;32895;FALSE;167958;38586;97574;319113;6,3;10;
Inside Out Thought Bubbles;46;673835;10.0 M;4;0,1;0,1;0;GAME_PUZZLE;500676;79495;36922;17243;39498;FALSE;172934;59890;190529;547165;7,7;87;
MonsterBusters: Match 3 Puzzle;47;669939;10.0 M;4;0;0,1;0;GAME_PUZZLE;535471;95701;22684;5194;10887;FALSE;148565;3154;90312;444025;8,8;19;
Love Balls;48;661430;100.0 M;4;0,2;0,5;0;GAME_PUZZLE;422723;76767;53669;30462;77806;FALSE;115282;95535;120729;498615;2,6;45;
Mr Bullet - Spy Puzzles;49;649024;100.0 M;4;1;2,2;0;GAME_PUZZLE;442810;71356;41422;23585;69849;FALSE;134360;95601;76940;382029;5,5;88;
LINE Bubble 2;50;643644;10.0 M;4;0,2;0,3;0;GAME_PUZZLE;389089;106228;67787;21747;58790;FALSE;19861;65279;192217;293976;3,7;27;
Mazes & More;51;608546;50.0 M;4;0,6;1,4;0;GAME_PUZZLE;404176;74546;44217;22786;62819;FALSE;174547;37734;2302;468378;9,7;70;
Matches Puzzle Game;52;596554;10.0 M;4;0,2;0,4;0;GAME_PUZZLE;411377;105903;41525;11585;26160;FALSE;87709;3562;6765;332110;4,4;42;
パズル＆ドラゴンズ(Puzzle & Dragons);53;594490;10.0 M;3;0,1;0,3;0;GAME_PUZZLE;332022;79166;56797;26915;99587;FALSE;84279;149463;59226;458036;6,4;72;
Sudoku;54;584124;10.0 M;4;0,1;0,2;0;GAME_PUZZLE;458061;106350;10329;2675;6707;FALSE;45740;30263;12293;176256;4,5;57;
Marble Legend;55;571570;50.0 M;4;0;0;0;GAME_PUZZLE;383776;73557;55320;16169;42746;FALSE;113745;57417;128312;434319;9;53;
Hello Stars;56;570345;50.0 M;4;0;0;0;GAME_PUZZLE;420021;43026;30999;18902;57395;FALSE;195621;106526;84944;593965;4,2;24;
Wood Block Puzzle;57;565614;50.0 M;4;0,1;0,3;0;GAME_PUZZLE;429284;45646;29382;15814;45486;FALSE;180154;155510;31628;424791;9,3;62;
Harry Potter: Puzzles & Spells - Match-3 Magic;58;554434;10.0 M;4;6,3;13,3;0;GAME_PUZZLE;474823;41233;15227;7257;15890;FALSE;6569;43053;95241;391912;6,1;32;
LINE: Disney Tsum Tsum;59;550425;10.0 M;4;0,1;251,7;0;GAME_PUZZLE;357903;75666;39518;18329;59007;FALSE;115187;97231;35422;262983;9,8;88;
Easy Game - Brain Test and Tricky Mind Puzzles;60;547548;10.0 M;4;1,1;2,5;0;GAME_PUZZLE;389864;72820;30413;13849;40600;FALSE;132424;38672;7235;471688;8,1;43;
Block! Hexa Puzzle™;61;546820;50.0 M;3;0;0,1;0;GAME_PUZZLE;300160;90111;49226;29196;78124;FALSE;109736;58248;67639;535294;8,2;38;
Sweet Fruit Candy;62;541211;50.0 M;4;1;2,1;0;GAME_PUZZLE;380589;73442;37922;13378;35878;FALSE;11154;21919;16221;164100;3,1;68;
Cut the Rope: Experiments;63;540007;50.0 M;4;444,6;0;0;GAME_PUZZLE;387875;56186;34325;15360;46259;FALSE;58595;22861;20153;364395;7,1;41;
House Paint;64;530612;50.0 M;4;0,4;0,8;0;GAME_PUZZLE;342051;69406;45347;23688;50117;FALSE;191666;192132;84207;605262;9,4;95;
Escape the Mansion;65;528900;5.0 M;4;0,1;0,1;0;GAME_PUZZLE;374132;91668;41509;8309;13279;FALSE;94892;172827;129002;461971;5,8;26;
Block Puzzle - Free Classic Wood Block Puzzle Game;66;521894;10.0 M;4;5,8;13,3;0;GAME_PUZZLE;355232;108346;38485;6823;13005;FALSE;136685;51729;66392;402451;3,5;76;
Dig This!;67;520896;50.0 M;4;0,5;1,1;0;GAME_PUZZLE;367445;72031;23863;14116;43438;FALSE;72269;171833;6812;457580;3,8;37;
Brain Wars;68;518428;10.0 M;4;0;353,1;0;GAME_PUZZLE;358319;108094;26601;6815;18597;FALSE;197471;115993;4654;592565;9,6;79;
Nonogram.com - Picture cross number puzzle;69;512643;10.0 M;4;3,2;6,7;0;GAME_PUZZLE;357322;101120;28132;8286;17780;FALSE;21295;199613;30707;416677;3,2;10;
Gummy Drop! Match to restore and build cities;70;510656;10.0 M;4;0,1;0,2;0;GAME_PUZZLE;337321;78723;33993;15936;44680;FALSE;76086;59878;128442;405636;8,4;26;
Charm King;71;509754;10.0 M;4;0,1;0,2;0;GAME_PUZZLE;373628;59435;26925;12778;36986;FALSE;33013;25509;93831;228861;7,7;35;
Gemmy Lands: New Match 3 Games 2021 to Crush Gems;72;502640;10.0 M;4;0,3;0,5;0;GAME_PUZZLE;399600;55407;20951;6877;19802;FALSE;101012;105027;131057;402041;6,6;91;
Energy: Anti Stress Loops;73;499265;10.0 M;4;3,6;6,7;0;GAME_PUZZLE;408802;62489;14505;4285;9181;FALSE;84224;139334;104372;588176;6,6;22;
Brain It On! - Physics Puzzles;74;491439;50.0 M;4;0,1;0,2;0;GAME_PUZZLE;318746;82552;32565;17102;40471;FALSE;138053;93370;17480;439344;8,4;73;
Find The Differences - The Detective;75;490970;50.0 M;4;0;0;0;GAME_PUZZLE;324781;38060;31659;22752;73715;FALSE;71097;55128;7646;313698;7,1;83;
Disney Emoji Blitz;76;489067;10.0 M;4;0,6;1,3;0;GAME_PUZZLE;325679;78321;33920;15720;35425;FALSE;63582;40765;137418;286888;3,3;18;
Troll Face Quest: Video Memes - Brain Game;77;485621;10.0 M;4;0,1;0,3;0;GAME_PUZZLE;335295;44072;31284;17077;57890;FALSE;47671;187132;64225;431732;2;10;
Slugterra: Slug it Out 2;78;481615;10.0 M;4;6,2;12;0;GAME_PUZZLE;412995;32366;11448;5054;19749;FALSE;191892;12923;39921;410343;6,6;61;
Cut the Rope: Magic;79;470475;10.0 M;4;0,1;0,2;0;GAME_PUZZLE;346937;60356;26756;10175;26247;FALSE;77365;11786;183017;300117;9,9;70;
1010! Block Puzzle Game;80;466759;10.0 M;4;0,1;0,2;0;GAME_PUZZLE;332243;64131;29683;11306;29394;FALSE;118870;162957;62997;364640;9,8;68;
That Level Again;81;464014;10.0 M;4;0,5;1;0;GAME_PUZZLE;383178;42022;15107;6078;17626;FALSE;130532;14396;186345;539206;6,4;95;
Train Taxi;82;463260;50.0 M;4;752;0,9;0;GAME_PUZZLE;294864;57247;41036;22447;47663;FALSE;21169;94093;5533;409778;6,5;21;
Sudoku;83;462036;10.0 M;4;172,6;0,5;0;GAME_PUZZLE;375734;64079;10145;3534;8542;FALSE;12261;112447;38373;310804;4,5;59;
